12 37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.203661e-02	8.237986e-02	1.189931e-01	1.487414e-01	1.441648e-01	1.487414e-01	1.533181e-01	1.144165e-01	4.576659e-02	1.144165e-02	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.203661e-02	8.237986e-02	1.189931e-01	1.487414e-01	1.441648e-01	1.487414e-01	1.533181e-01	1.144165e-01	4.576659e-02	1.144165e-02	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.449275e-02	2.173913e-02	5.072464e-02	7.246377e-02	9.420290e-02	9.420290e-02	9.420290e-02	1.231884e-01	1.811594e-01	2.536232e-01	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.449275e-02	2.173913e-02	5.072464e-02	7.246377e-02	9.420290e-02	9.420290e-02	9.420290e-02	1.231884e-01	1.811594e-01	2.536232e-01	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.449275e-02	2.173913e-02	5.072464e-02	7.246377e-02	9.420290e-02	9.420290e-02	9.420290e-02	1.231884e-01	1.811594e-01	2.536232e-01	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.346535e-02	7.326733e-02	1.029703e-01	1.267327e-01	1.485149e-01	1.445545e-01	1.366337e-01	1.267327e-01	8.712871e-02	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	7.710280e-02	7.476636e-02	6.074766e-02	1.168224e-01	1.074766e-01	1.028037e-01	9.813084e-02	1.004673e-01	9.112150e-02	8.644860e-02	8.411215e-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	7.710280e-02	7.476636e-02	6.074766e-02	1.168224e-01	1.074766e-01	1.028037e-01	9.813084e-02	1.004673e-01	9.112150e-02	8.644860e-02	8.411215e-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4.979253e-02	5.601660e-02	8.298755e-02	1.037344e-01	1.244813e-01	1.369295e-01	1.452282e-01	1.369295e-01	7.053942e-02	6.639004e-02	2.697095e-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.637363e-02	2.967033e-02	4.395604e-02	5.494505e-02	6.593407e-02	7.252747e-02	7.692308e-02	7.252747e-02	7.362637e-02	7.032967e-02	4.285714e-02	5.494505e-02	5.054945e-02	4.835165e-02	4.615385e-02	4.725275e-02	4.285714e-02	4.065934e-02	3.956044e-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.637363e-02	2.967033e-02	4.395604e-02	5.494505e-02	6.593407e-02	7.252747e-02	7.692308e-02	7.252747e-02	7.362637e-02	7.032967e-02	4.285714e-02	5.494505e-02	5.054945e-02	4.835165e-02	4.615385e-02	4.725275e-02	4.285714e-02	4.065934e-02	3.956044e-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2.637363e-02	2.967033e-02	4.395604e-02	5.494505e-02	6.593407e-02	7.252747e-02	7.692308e-02	7.252747e-02	7.362637e-02	7.032967e-02	4.285714e-02	5.494505e-02	5.054945e-02	4.835165e-02	4.615385e-02	4.725275e-02	4.285714e-02	4.065934e-02	3.956044e-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
